"ID","Table"
"23","['79','100','84','83','80','77','73','95','93','88']""20","['93','79','82','85','87','86','80']"
"21","['96','82','78','86','77','77','76','72','75','99']""16","['79','90','72','92','97','80','94','89','87','96']"
"18","['83','71','72','81','73','80','81','97','90','84']""19","['72','75','88','80','92','94']"
"17","['88','76','89','85','84','100','93','97','83','72']""15","['94','76','73','86','84','83','85','97','81']"
"14","['92','78','95','83','74','88']""12","['81','77','82','75','93','91','87','74','98','86']"
"13","['72','99','95','89','88','73']""11","['88','92','78','91','97','94']"
"9","['85','80','75','78','77','81','76']""10","['74','73','94','88','82','95','87','77','72']"
"8","['87','72','71','77','84','96','95','90','89']""7","['76','75','75','99','96','86','79','92']"
"3","['94','96','92','100','80','76','72','78']""6","['95','92','78','100','74','90','99']"
"5","['76','86','88','100','73','82','77','78']""4","['75','73','76','98','96','74','72','93','90','77']"
"2","['86','94','85','78','75','71']""1","['86','72','71','93','75','77','92','96','89']"
"70","['79','87','84','93','81','75','95']""68","['75','100','80','88','97','90']"
"67","['87','76','94','99','90','97','95','86','81','93']""69","['74','75','93','89','76','98','80','71','84']"
"66","['100','71','75','82','90','86']""64","['100','98','94','84','97','80','78']"
"65","['82','74','72','87','91','81','71','96','94']""63","['87','75','90','91','83','93','100','84','78','96']"
"62","['80','72','77','73','85','81','96','83','82']""61","['78','71','73','91','87','82','76','89','80']"
"60","['94','71','98','87','86','83']""58","['72','94','88','93','84','76']"
"59","['96','95','98','86','79','91','81','81','100']""57","['82','79','78','87','80','88','76','98','97']"
"56","['71','83','85','98','96','86']""50","['81','93','99','72','94','87']"
"49","['82','87','100','76','89']""55","['72','88','100','98','90','87','97','91']"
"54","['90','97','92','85','73','87','71','95']""48","['72','100','96','75','92','88','87','76']"
"52","['99','88','76','85','77','74','79']""43","['91','87','99','97','86','72','88','77']"
"53","['71','100','80','73','95','88','98','82','93','81']""51","['100','77','73','96','93','84']"
"47","['78','79','92','91','82','86']""41","['78','94','76','77','88','86','80']"
"46","['82','80','72','81','98','94','84','100','89','97']""45","['100','78','77','71','94','90','89','74']"
"42","['79','97','84','72','74','91','99','78','89','88']""32","['86','91','98','97','89','87']"
"44","['78','89','79','91','79','90']""38","['80','95','85','91','84','99','88','86']"
"39","['71','88','99','97','95']""40","['83','99','84','88','75','81','77']"
"37","['82','79','98','87','86','84','93','97','83','92']""35","['84','95','94','82']"
"34","['76','74','82','81','97','80','73','77']""36","['75','77','80','74','91','90','92','94','76','79']"
"33","['84','83','91','77','92']""31","['88','97','86','93','91','96','77']"
"29","['100','77','99','89','80','78','77']""30","['87','86','75','74','85','79','93']"
"27","['86','74','98','79','72','85']""28","['80','73','77','85','78','76','84','96','90']"
"26","['77','97','75','94','73','87','76','74','86']""25","['92','90','100','74','95','72','98']"
"24","['71','80','81','74','79','78','88']""23","['100','84','77','73','76','72','99','82','79']"
"22","['72','80','92','97','91','83','74','95']""21","['82','78','86','77','77','76','72','75','99','96']"
"20","['86','95','98','76','92','88','87']""19","['72','75','80','92','94','88']"
"18","['71','72','81','73','80','81','97','90','84','83']""16","['79','72','92','97','80','94','89','87','96','90']"
"15","['76','73','86','84','83','85','97','81','94']""14","['88','71','80','84','86','97']"
"13","['99','95','89','88','73','72']""17","['88','76','85','84','100','93','97','83','72','89']"
"12","['77','75','87','86','79','84','76','78','81']""11","['88','78','91','97','94','92']"
"10","['73','94','88','82','95','87','77','72','74']""9","['80','75','78','77','81','76','85']"
"8","['72','71','77','84','96','95','90','89','87']""7","['75','75','99','96','86','79','92','76']"
"6","['92','78','100','74','90','99','95']""5","['76','86','100','73','82','77','78','88']"
"3","['96','92','100','80','76','72','78','94']""4","['75','73','98','96','74','72','93','90','77','76']"
"2","['94','85','78','75','71','86']""1","['72','71','93','75','77','92','96','89','86']"
"70","['75','73','86','77','100','97','84']""69","['94','91','74','100','84','75']"
"68","['75','100','80','97','90','88']""67","['76','94','99','90','97','95','86','81','93','87']"
"66","['100','71','82','90','86','87','92','96','80','75']""65","['82','74','72','91','81','71','96','94','87']"
"64","['98','94','84','97','80','78','71','77','100']""62","['85','96','82','95','75','89','80']"
"63","['93','100','78','96','94','92','89','75']""61","['73','82','80','85','83','96','78']"
"60","['71','98','87','86','83','94']""58","['94','88','93','84','76','75','95','72']"
"59","['95','81','81','87','73','71','83','98']""57","['79','75','94','79','80']"
"56","['71','83','98','96','86','85']""53","['71','100','73','95','88','98','82','93','81','80']"
"54","['97','92','85','73','87','71','95','90']""55","['72','100','98','90','87','97','91','88']"
"52","['88','76','85','77','74','79','81','80','99']""51","['100','73','96','93','84','83','91','71','78','77']"
"50","['81','93','72','94','87','99']""49","['82','100','76','89','87']"
"47","['78','92','91','82','86','84','80','97','100','79']""48","['100','96','75','92','88','87','76','72']"
"46","['80','81','94','84','96','74','90','75','82']""44","['89','79','91','79','90','81','99','74','73','78']"
"30","['86','75','74','85','79','93','87']""45","['78','77','71','94','90','89','74','100']"
"43","['87','99','97','86','72','88','77','91']""29","['100','99','89','80','78','77','77']"
"33","['84','83','77','92','85','73','71','93','91']""42","['97','84','72','74','91','99','78','89','88','79']"
"41","['78','76','77','88','86','80','94']""40","['88','71','98','89','76','98','83']"
"39","['88','99','97','95','71']""38","['95','85','91','84','99','88','86','80']"
"32","['91','98','97','89','87','79','73','76','86']""37","['79','98','87','86','84','93','97','83','92','82']"
"36","['77','91','92','94','81','100','89','75']""31","['88','80','85','92','85','91']"
"35","['95','94','82','90','78','98','96','71','84']""34","['74','82','81','97','80','73','77','76']"
"28","['80','73','77','78','76','84','96','90','85']""27","['86','74','79','72','85','99','94','87','73','98']"
"26","['97','75','94','73','87','76','74','86','77']""25","['90','100','74','95','72','98','92']"
"24","['71','80','74','79','78','88','81']""23","['84','77','73','76','72','99','82','79','100']"
"22","['80','92','97','91','83','74','95','72']""21","['78','86','77','77','76','72','75','99','96','82']"
"20","['95','98','76','92','88','87','86']""19","['72','75','92','94','88','80']"
"18","['72','81','73','80','81','97','90','84','83','71']""17","['76','85','84','100','93','97','83','72','89','88']"
"16","['72','92','97','80','94','89','87','96','90','79']""15","['73','86','84','83','85','97','81','94','76']"
"13","['95','89','88','73','72','99']""12","['75','87','86','79','84','76','78','81','77']"
"14","['71','80','84','86','97','88']""11","['78','91','97','94','92','88']"
"9","['75','78','77','81','76','85','80']""10","['73','88','82','95','87','77','72','74','94']"
"8","['71','77','84','96','95','90','89','87','72']""7","['75','99','96','86','79','92','76','75']"
"6","['78','100','74','90','99','95','92']""5","['76','100','73','82','77','78','88','86']"
"3","['92','100','80','76','72','78','94','96']""2","['85','78','75','71','86','94']"
"1","['71','93','75','77','92','96','89','86','72']""4","['73','98','96','74','72','93','90','77','76','75']"
"70","['73','86','77','100','97','84','75']""69","['91','74','100','84','75','94']"
"68","['75','100','97','90','88','80']""67","['94','99','90','97','95','86','81','93','87','76']"
"66","['83','72','89','90','71']""65","['74','72','91','81','71','96','94','87','82']"
"63","['100','78','96','94','92','89','75','93']""64","['94','84','97','80','78','71','77','100','98']"
"61","['82','80','85','83','96','78','73']""62","['82','77','91','99','97','84','95']"
"60","['71','87','86','83','94','90','91','74','98']""58","['88','93','84','76','75','95','72','94']"
"59","['81','98','78','72','82','99','77','81']""56","['78','100','77','75','78','86']"
"57","['79','75','79','80','94']""38","['97','97','76','83','90','99']"
"45","['77','71','94','90','89','74','100','78']""12","['87','86','79','84','76','78','81','77','75']"
"41","['76','77','88','86','80','94','78']""28","['73','77','78','76','84','96','90','85','80']"
"37","['98','87','86','84','93','97','83','92','82','79']""23","['77','99','82','81','96','98','84']"
"34","['77','76','84','100','91','87','74']""20","['95','76','92','88','87','86','98']"
"32","['98','97','89','87','79','73','76','86','91']""17","['85','84','100','93','97','83','72','89','88','76']"
"29","['99','89','80','78','77','77','100']""14","['71','80','84','97','88','86']"
"25","['90','100','74','72','98','92','95']""22","['80','92','91','83','74','95','72','97']"
"18","['72','73','80','81','97','90','84','83','71','81']""13","['89','88','73','72','99','95']"
"54","['88','74','82','80','73']""55","['100','87','85','77','92','71','90']"
"52","['77','81','80','82','84','98','88']""53","['71','100','95','88','98','82','93','81','80','73']"
"51","['100','96','93','84','83','91','71','78','77','73']""50","['84','77','95','100','91','94']"
"48","['96','75','92','88','87','76','72','100']""49","['100','76','89','87','82']"
"46","['82','85','87','100','79','95']""43","['88','91','78','89','93','86']"
"47","['92','91','82','86','84','80','97','100','79','78']""44","['79','91','79','90','81','99','74','73','78','89']"
"42","['84','91','78','88','92','98','81','100','97']""40","['71','98','89','76','98','83','88']"
"35","['78','83','92','73','91','92','94']""39","['99','97','95','71','84','93','75','83','75','88']"
"36","['91','92','94','81','100','89','75','77']""31","['80','85','92','85','91','88']"
"33","['83','77','92','85','73','71','93','91','84']""30","['75','74','85','79','93','87','86']"
"27","['74','79','72','85','99','94','87','73','98','86']""24","['71','74','79','78','88','81','80']"
"26","['75','94','73','87','76','74','86','77','97']""19","['72','92','94','88','80','75']"
"21","['86','77','77','76','72','75','99','96','82','78']""15","['81','94','76','72','78','79','84']"
"16","['92','97','80','94','89','87','96','90','79','72']""11","['91','97','94','92','88','78']"
"10","['73','82','95','87','77','72','74','94','88']""9","['75','77','81','76','85','80','78']"
"8","['77','84','96','95','90','89','87','72','71']""7","['99','96','86','79','92','76','75','75']"
"6","['100','74','90','99','95','92','78']""5","['100','73','82','77','78','88','86','76']"
"3","['100','80','76','72','78','94','96','92']""4","['98','96','74','72','93','90','77','76','75','73']"
"2","['78','75','71','86','94','85']""1","['71','75','77','92','96','89','86','72','93']"
"69","['74','100','84','75','94','91']""70","['73','86','77','100','84','75','97']"
"68","['100','97','90','88','80','75']""66","['83','72','89','71','95','88','99','82','90']"
"67","['94','90','97','95','86','81','93','87','76','99']""65","['91','76','93','94','71','72']"
"64","['71','77','100','74','92','95','87','94']""63","['78','96','94','92','89','75','93','100']"
"62","['95','83','93','80','75','100','82']""61","['80','85','83','96','78','73','82']"
"60","['87','86','83','94','90','91','74','98','71']""59","['98','78','72','82','99','77','81','81']"
"57","['75','79','80','94','79']""58","['88','84','76','75','95','72','94','93']"
"56","['100','77','75','78','86','78']""54","['74','82','80','73','88']"
"55","['100','85','77','92','71','90','87']""53","['100','95','88','98','82','93','81','80','73','71']"
"43","['91','78','89','93','86','88']""52","['81','80','82','84','98','88','77']"
"51","['96','93','84','83','91','71','78','77','73','100']""50","['84','77','100','91','94','95']"
"49","['100','89','87','82','76']""48","['75','92','88','87','76','72','100','96']"
"42","['84','78','88','92','98','81','100','97','91']""46","['82','85','100','79','95','87']"
"47","['91','82','86','84','80','97','100','79','78','92']""45","['71','94','90','89','74','100','78','77']"
"44","['79','79','90','81','99','74','73','78','89','91']""38","['97','76','83','90','99','97']"
"37","['87','86','84','93','97','83','92','82','79','98']""41","['76','88','86','80','94','78','77']"
"40","['71','89','76','98','83','88','98']""39","['97','95','71','84','93','75','83','75','88','99']"
